TICKET_ID,CUST_IP,QUERY_JSON,QUERY_TYPE,CUST_USERNAME,TICKET_STATUS,ASSISTING_STAFF_JSON
LcTQRvnWZk,2a00:23c7:cb8b:6800:ecad:7480:843a:dc8a,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""U2lySHVydCBpc250IGFibGUgdG8gbWFnaWNhbGx5IHRlbGwgaWYgeW91IGhhZCBhbHJlYWR5IHBhaWQgZm9yIHRoZSBzb2Z0d2FyZSBiZWZvcmUgdXNpbmcgaXQuIFRoYXRzIHRoZSByZWFzb24gd2h5IGl0IHByb21wdHMgZm9yIGEgbG9naW47IGJlY2F1c2UgaXRzIGEgbmV3IHBpZWNlIG9mIGhhcmR3YXJlIHRoYXRzIG5ldmVyIHVzZWQgdGhlIHNvZnR3YXJlIGJlZm9yZSB0aHVzIGlzIGhhcyBubyBsb2dpbiBoaXN0b3J5IHRvIGJhc2UgdGhlIGxvZ2luIG9mZiBvZiBzYXZlZC4gVG8gdXNlIHNpcmh1cnQgYWdhaW4geW91IG5lZWQgdG8gZmluZCB0aGUgYWNjb3VudCBsb2dpbiBpbmZvcm1hdGlvbiB0aGF0IHlvdXJlIHdoaXRlbGlzdGVkIG9uLCBvciwgcHJvdmlkZSB1cyB3aXRoIHNvbWV0aGluZyB3ZSBjYW4gdXNlIHRvIGZpbmQgeW91ciBhY2NvdW50IGUuZy4geW91ciBzZWxseSBvcmRlciBpZCBvciB5b3VyIHdoaXRlbGlzdCBrZXku"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-27""},{""Query"":""TGlrZSB0aGlzIGlzIGJzIGkgaGF2ZSBjaGVjayBldmVyeSBvdGhlciBlbWFpbCB0aGlzIGlzIHRoZSBvbmx5IG9uZSB3aXRoIGFuIGFjY291bnQ="",""Member"":""Dudezav"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-27""},{""Query"":""SSBib3VnaHQgc2lyaHVydCBvbiBteSBvbGQgcGMgYW5kIG5vdyBpbSBvbiBhIG5ldyBvbmUgYW5kIGkgc2F5cyBpIGhhdmUgbmV2ZXIgYm91Z2h0IGl0IHd0Zg=="",""Member"":""Dudezav"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-27""}]}",General Inquiry,Dudezav,SOLVED,"[""minikid133""]"
dYhy1eu5Hk,114.4.79.162,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-27""},{""Query"":""SGkgdGhlcmUgeHRlbXAzLFxuSSBhcG9sb2dpemUgYnV0IGR1ZSB0byBjaXJjdW1zdGFuY2VzIHN1cnJvdW5kaW5nIHlvdXIgdXNhZ2UgeW91IGFyZSBubyBsb25nZXIgZWxpZ2libGUgZm9yIGEgcmVmdW5kIGFzIHBlciBvdXIgVGVybXMgb2YgU2VydmljZS4gWW91IGNhbiByZWFkIHVwIG1vcmUgb24gb3VyIFRlcm1zIG9mIFNlcnZpY2UgYXQgaHR0cHM6Ly9zaXJodXJ0Lm5ldC9UT1MuaHRtbFxuXG5UaGFuayB5b3Us"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-27""},{""Query"":""Y2FuIHlvdSByZWZ1bmQgbXkgc2lyaHVydD8="",""Member"":""xtemp3"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-27""}]}",General Inquiry,xtemp3,CLOSED,<blank>
9yg2qKlfA6,213.149.51.167,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBGaXp6eQ=="",""Member"":""Fizzy"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-27""},{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-27""},{""Query"":""SGkhXG5cbk15IGF1dG8gaW5qZWN0IGlzIG5vdCB3b3JraW5nIG9uIHNpcmh1cnQsIGNhbiB5b3UgcGxlYXNlIGZpeCBpdCBpIGNhbnQgdXNlIGFueSBvZiBhdXRvZmFybSBiZWNhdXNlIGV4cGxvaXQgaGF2ZSBzbyBtYW55IGJ1Z3MuXG5UaGFua3MgcGxlYXNlIGZpeCBzaXJodXJ0IQ=="",""Member"":""Fizzy"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-27""}]}",Technical Issues,Fizzy,SOLVED,<blank>
sFQhzKYr2A,2a02:c7f:bc59:6900:6132:1b5:9f46:69b8,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""VHJ5IGl0IGFnYWluLCBvdXIgc2l0ZSB3YXMgZXhwZXJpZW5jaW5nIGlzc3VlcyBlYXJsaWVyLiBMZXQgbWUga25vdyBpZiB0aGF0IGhlbHBzLg=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-04-02""},{""Query"":""SXQgbm93IHNheXMgdGhhdCBJIGhhdmUgYW50aS12aXJ1cyBvbiwgSSBkb250IEl2ZSBjaGVja2VkIGFueXRoaW5nIHN0b3BwaW5nIGl0LiBDb3VsZCB5b3UgaGVscCBtZSB3aXRoIHRoYXQ/"",""Member"":""ItsMeSaleh"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-04-01""},{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-27""},{""Query"":""V2hlbiBJIHJ1biBhIHNjcmlwdCwgaXQgZG9lc250IGV4ZWN1dGU/"",""Member"":""ItsMeSaleh"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-27""}]}",Technical Issues,ItsMeSaleh,SOLVED,"[""minikid133"",""IcePools""]"
42xH7pCDqh,125.25.241.48,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""SWYgaXRzIGNoZWNrZWQgdGhlbiB3aGVuIHlvdXkgaW5qZWN0IHNjcmlwdHMgeW91IHJ1biBzaG91bGQgcnVuIGluIGFsbCBwcm9jZXNzZXMu"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-29""},{""Query"":""SSBhbHJlYWR5IGNoZWNrIGl0IG9uIGJ1dCBDYW4gSSBpbmplY3QgdHdpY2UgSSBtZWFuIGluamVjdCBpdCBvbmUgYnkgb25lIEkgaW5qZWN0IHRoZSBmaXJzdCBvbmUgYW5kIG9wZW4gdGhlIHNlY29uZCBvbmUgYW5kIEkgaW5qZWN0IGFnYWluIGNhbiBJIGRvIGl0Pw=="",""Member"":""xPeak"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-29""},{""Query"":""RW5hYmxlIHRoaXMgaW4gdGhlIFVJIHRoZW4gaW5qZWN0IGh0dHA6Ly9wcm50c2NyLmNvbS8xMHlja3Rv"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-28""},{""Query"":""SSBwdXQgc2NyaXB0IGluIGF1dG9leGUgSSBvcGVuIDggcm9ibG94IHByb2Nlc3NlcyB0aGVuIEkgaW5qZWN0IGJ1dCBub3RoaW5nIGhhcHBlbg=="",""Member"":""xPeak"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-28""},{""Query"":""SnVzdCBlbmFibGUgaXQgdGhyb3VnaCB0aGUgVUk="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-27""},{""Query"":""SG93IGNhbiBJIHVzZSB0aGUgbXVsdGkgc2NyZWVuIGZ1bmN0aW9uPyBIb3cgY2FuIEkgaW5qZWN0IHRvIGFsbCByb2Jsb3ggcHJvY2Vzc2VzIGNhbiBJIGluamVjdCBpdCBvbmUgYnkgb25lPw=="",""Member"":""xPeak"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-27""}]}",Technical Issues,xPeak,SOLVED,"[""minikid133""]"
2tBKSBVClB,94.233.11.35,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBTYXZhbkRobA=="",""Member"":""SavanDhl"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-27""},{""Query"":""SGVsbG8gaW4gZ2VuZXJhbCwgc3VjaCBhIHNpdHVhdGlvbiwgSSBkZWNpZGVkIHRvIHJ1biBhIGNoZWF0LCB6YWluemhla3RpbCBhbmQgYXNrcyBtZSB0byBlbnRlciBhIHVzZXJuYW1lIGFuZCBwYXNzd29yZCwgSSBlbnRlciB0aGUgc2FtZSBhcyBvbiB0aGUgc2l0ZSBhbmQgbXkgcGFzc3dvcmQsIGJ1dCB3cml0ZXMgdGhhdCB0aGUgcGFzc3dvcmQgZG9lcyBub3QgbWF0Y2ggb3Igc29tZXRoaW5nIGxpa2UgdGhpcywgcGxlYXNlIGhlbHAgbWUgdGVsbCBtZSBob3cgdG8gYWN0aXZhdGUgdGhlIGNoZWF0"",""Member"":""SavanDhl"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-27""}]}",General Inquiry,SavanDhl,CLOSED,<blank>
3x8IBlZX63,5.59.149.235,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-30""},{""Query"":""c28gYmFzaWNseSB5b3UgbmVlZCB0byBrbm93IGlmIGkgYW0gdGhlIG93bmVyIG9yIG5vdD8gYnV0IGkgYWxyZWFkeSBsb2dnaW5lZCBpbi5XaGF0cyB0aGUgcG9pbnQ/"",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-30""},{""Query"":""TGlrZSBzYWlkLCB3ZSBjYW5ub3QgYXNzaXN0IHlvdSB3aXRoIGFueXRoaW5nIG90aGVyIHRoYW4gaW5mb3JtYXRpb24gcmVjb3ZlcnkuIFlvdXZlIG5vdCBiZWVuIGFibGUgdG8gcHJvdmlkZSB1cyB3aXRoIGFueSBzb3J0IG9mIHByb29mIHRoYXQgeW91IGV2ZW4gcHVyY2hhc2VkIHNpcmh1cnQgdG8gYmVnaW4gd2l0aCwgYW5kIHVubGVzcyB5b3UgY2FuIHByb3ZpZGUgc29tZSBzb3J0IG9mIHByb29mIG9mIHB1cmNoYXNlLCB0aGVyZXMgbm90IHJlYWxseSBhbnl0aGluZyBtZSBvciBteSB0ZWFtIGNhbiBkbyB0byBoZWxwIHlvdSBvdGhlciB0aGVuIHRlbGwgeW91IHRvIGp1c3QgcHVyY2hhc2UgaXQgYWdhaW4u"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-29""},{""Query"":""bWF5YmUgcmVmcmVzaCBhY2NvdW50PyBJIGRvbnQgaGF2ZSBhbnkgaW5mbyBhYm91dCBteSBvcmRlciBhbmQgaSBkb250IGhhdmUgbXkgd2hpdGVsaXN0IGtleS5BbHNvIHdoZW4gaSBsb29rIGF0IG15IGFjYyBpbmZvIGkgZG9udCBzZWUgYW55IGtleS4="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-29""},{""Query"":""WW91IGtub3csIHRoZSBhY3RpdmF0aW9uIGtleSB5b3UgZ290IHdoaWNoIHlvdSB1c2VkIHRvIGFjdGl2YXRlIHlvdXIgcHJvZHVjdD8="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-29""},{""Query"":""d2R5bSBsaWNlbnNlPw=="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-29""},{""Query"":""VGhlIG9ubHkgd2F5IHdlIGNhbiBiZSBvZiBhc3Npc3RhbmNlIGlzIGlmIHlvdSBjYW4gcHJvdmlkZSB1cyB3aXRoIHNvbWV0aGluZyBjb250YWluaW5nIHlvdXIgd2hpdGVsaXN0LiBFLmcuIHlvdXIgc2lyaHVydCBsaXNlbnNlL3doaXRlbGlzdCBzZXJpYWwsIG9yIHlvdXIgc2VsbHkgb3JkZXIgaWQgZm9yIHRyYWNraW5nLiBXZSBkbyBub3QgcHJvdmlkZSByZXBsYWNlbWVudHMsIHdlIG9ubHkgYXNzaXN0IHdpdGggaW5mb3JtYXRpb24gbG9va3VwIGFuZCByZWNvdmVyeS4="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-28""},{""Query"":""YnV0IGkgYm91Z2h0IGxpZmUtdGltZSBsaWNlbnNlIHNvIGkgZG9udCBoYXZlIHdoaXRlbGlzdCBrZXkuIEluIG15IGFjYyBpbmZvIGkgZG9udCBoYXZlIG15IHdoaXRlbGlzdCBrZXkuIE1heWJlIHlvdSBjYW4gcHJvdmlkZSBtZSBvdGhlciBhY2NvdW50IHdpdGggbGlmZS10aW1lIGFuZCBkZWxldGUgbXk/"",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-28""},{""Query"":""VW5sZXNzIHlvdSBjYW4gcHJvdmlkZSB1cyB3aXRoIHlvdXIgb2xkIHNpcmh1cnQgd2hpdGVsaXN0IGtleSwgb3IsIG9sZCBzaXJodXJ0IHBhc3N3b3JkLCB3ZSBjYW50IGhlbHAgeW91IHJlY292ZXIgeW91ciBvbGQgd2hpdGVsaXN0Lg=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-27""},{""Query"":""aSBtZWFuIHRvIHRyYW5zZmVyIG15IG9sZCBtZW1iZXJzaGlwIGkgbmVlZCB0byB0eW9lIGluIG15IG9sZCBwYXNzLkJ1dCBpIGZvcmdvdCBhbmQgbG9zdCBpdC5TbyB3aGF0IHNob2xkIGkgZG8gdG8gcmVjaXZlIGl0Pw=="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-27""},{""Query"":""bm8gaSBtZWFuIG15IG9sZCBwYXNzd29yZCBmb3IgdHJhbnNmZXIgbXkgb2xkIG1lbWJlcnNoaXAuSSBuZWVkIGl0IHRvIGxvZ2luIGluIG15IGV4cGxvaXQu"",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-27""},{""Query"":""WW91IGNhbiByZXF1ZXN0IGFuIGVtYWlsIHJlc2V0IGJ5IGdvaW5nIHRvIGh0dHBzOi8vc2lyaHVydC5uZXQvbG9naW4vbG9naW4ucGhwIGFuZCBjbGlja2luZyBmb3Jnb3QgbXkgcGFzc3dvcmQ="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-27""},{""Query"":""aSBkb250IHJlbWVtYmVyIG15IG9sZCBzaXJodXJ0IHBhc3MuQ2FuIGkgcmVjaXZlICBpdCBvbiBteSBtYWlsPz8="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-27""}]}",General Inquiry,AHFFR,CLOSED,<blank>
ixiKDbFtPx,174.134.45.70,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-27""},{""Query"":""SGVsbG8sIHNvIHdoZW4gaSBwcmVzcyBpbmplY3QgaXQgZG9lcyBub3Qgd29yaywgVGhlIHJ1biBzY3JpcHQgaXMgc3RpbGwgcmVkLCBQbGVhc2UgZ2V0IGJhY2sgd2l0aCBtZSBzb29uIFRoYW5rcy4="",""Member"":""Blakelol"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-27""}]}",Technical Issues,Blakelol,SOLVED,"[""minikid133""]"
eOxv0RlME2,195.211.150.38,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-04-02""},{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-27""},{""Query"":""SGVsbG8gZGVhciBzdXBwb3J0LiBJbSBoYXZlIGEgcXVlc3Rpb24uIFdoeSBrcm5sIHdvcmtzIGJldHRlciB0aGFuIHNpcmh1cnQgb24gbXkgY29tcHV0ZXI/IERpZCAgaSBuZWVkIEdvb2QgY29tcHV0ZXIgcG93ZXIgZm9yIGJldHRlciBleGVjdXRlP1NvIG11Y2ggc2NyaXB0IHdvcmtzIHVuc3RhYmxlLiBGb3IgZXhhbXBsZTogRkUgYnVpbGQgQ01EIFguIE1hbnkgY3Jhc2hlcy4gRGFyayBkZXggZG9udCB3b3JrLiBTY3JpcHQgaHViIGdhbWUgc25pcGUgc2NyaXB0IGRvbnQgd29yay4gSW0gZG9udCBqb2tlIGltIHNlbmQgdGhpcyBtZXNzYWdlLCBjdXogaSBwYXkgMTAgYnVja3MgZm9yIHRoaXMgYXBwLA=="",""Member"":""Pzxll"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-27""}]}",General Inquiry,Pzxll,SOLVED,"[""minikid133""]"
sYnFWPOjBb,89.254.158.200,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""N/A"",""Query_Date"":""2021-03-30""},{""Query"":""SGVsbG8gdGhlcmUhIFdlcmUgc29ycnkgdG8gaGVhciBhYm91dCB5b3VyIGlzc3VlIGFuZCBob3BlIHRvIGdldCBpdCBmaXhlZCBhcyBzb29uIGFzIHBvc3NpYmxlIVxuUGxlYXNlIGhlYWQgb3ZlciB0byBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL2Rvd25sb2FkLnBocCBhbmQgZW5zdXJlIHlvdSBoYXZlIGVhY2ggb2YgdGhlIGZpbGVzIHVuZGVyIFJlcXVpcmVkIERvd25sb2FkcyBpbnN0YWxsZWQgb24geW91ciBjb21wdXRlci5cbklmIHlvdSBhbHJlYWR5IGhhdmUgdGhlc2UgZmlsZXMgaW5zdGFsbGVkLCBwbGVhc2UgdW5pbnN0YWxsIGFsbCBvZiB0aGVtLCByZWluc3RhbGwgYWxsIG9mIHRoZW0sIHRoZW4gcmVzdGFydCB5b3VyIGNvbXB1dGVyIHRoZW4gdHJ5IFNpckh1cnQgb25jZSBhZ2Fpbi5cblxuVGhhbmtzLA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-27""},{""Query"":""d2hlbiBpIGluamVjdCBpbiByb2Jsb3ggaXQganVzdCBzYXkgd2VyZSBzb3JyeSByb2Jsb3ggbmVlZHMgdG8gY3Jhc2ggaSBhbGxyZWFkeSB0cmllZCBldmVyeXRoaW5nIHBscyBoZWxw"",""Member"":""Emils"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-27""}]}",Technical Issues,Emils,SOLVED,"[""IcePools""]"
Ly8REGfG28,51.19.212.226,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-27""},{""Query"":""UmVmdW5kcyBhcmUgYWdhaW5zdCBUT1MgaWYgeW91IGhhdmUgYWxyZWFkeSBhY3RpdmF0ZWQgdGhlIGtleS4gSWYgeW91ciBrZXkgaGFzIG5vdCBiZWVuIGFjdGl2YXRlZCB5b3UgY2FuIGFzayBmb3IgYSByZWZ1bmQuIElmIGl0IGhhcyBhbHJlYWR5IGJlZW4gYWN0aXZhdGVkIGFuZCB5b3UgY2hhcmdlIGJhY2sgb24gcGF5cGFsIG9yIHlvdXIgcHJvdmlkZXIsIHlvdSB3aWxsIHJlY2VpdmUgYSBnbG9iYWwgYmxhY2tsaXN0IG1lYW5pbmcgeW91IHdvbnQgYmUgYWJsZSB0byBidXkgYW55IG90aGVyIHBhaWQgZXhwbG9pdHMu"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Staff Member"",""Query_Date"":""2021-03-27""},{""Query"":""SXMgaXQgcG9zc2libGUgdG8gZ2V0IGEgcmVmdW5kIHRoZSBwcm9kdWN0IHdhc250IHdoYXQgSSByZWFsbHkgZXhwZWN0ZWQu"",""Member"":""SakuraMoonbun"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-27""}]}",General Inquiry,SakuraMoonbun,SOLVED,<blank>
V2kB7gR4zz,2601:19c:4800:cd0:5955:30fa:e8d8:8cf2,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-27""},{""Query"":""aHR0cHM6Ly9kaXNjb3JkLmdnL0dLZEZQM2Zi"",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Staff Member"",""Query_Date"":""2021-03-27""},{""Query"":""SG93IGRvIGkgZ2V0IHRoZSBkaXNjb3JkIGxpbms="",""Member"":""bdizzle"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-27""}]}",General Inquiry,bdizzle,SOLVED,<blank>
jWOMcxQpYY,2601:345:181:b3c0:49da:488f:23ee:c8c8,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBEZXY0MzIx"",""Member"":""Dev4321"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-27""},{""Query"":""V2hlbiB0cnlpbmcgdG8gSW5zdGFsbCBpdCBzaG93cyBtZSBhIE1pY3Jvc29mdC5ORVQgRnJhbWV3b3JrIElzc3VlLg=="",""Member"":""Dev4321"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-27""}]}",General Inquiry,Dev4321,CLOSED,<blank>
